Timestamp,cof_level,milk_level,con_level,predicted_attack,actual_attack
2024-08-14 00:13:01,38.3,87.7,8.1,True,True
2024-08-14 00:13:01,8.9,63.5,64.5,True,True
2024-08-14 00:13:01,90,63.5,54.5,False,False
2024-08-14 00:13:01,37.9,6.3,9.8,True,True
2024-08-14 00:13:01,2.3,72.2,81.0,True,True
2024-08-14 00:13:02,90,72.2,71.0,False,False
2024-08-14 00:13:02,80,72.2,71.0,False,False
2024-08-14 00:13:02,70,72.2,61.0,False,False
2024-08-14 00:13:02,60,62.2,61.0,False,False
2024-08-14 00:13:02,50,62.2,61.0,False,False
2024-08-14 00:13:02,40,52.2,61.0,False,False
2024-08-14 00:13:02,30,52.2,61.0,False,False
2024-08-14 00:13:02,20,52.2,51.0,False,False
2024-08-14 00:13:02,10,52.2,51.0,True,False
2024-08-14 00:13:02,0,52.2,41.0,True,False
2024-08-14 00:13:02,70.3,26.4,6.9,True,True
2024-08-14 00:13:02,56.0,8.8,88.2,False,True
2024-08-14 00:13:02,46.0,100,78.2,False,False
2024-08-14 00:13:02,36.0,100,78.2,False,False
2024-08-14 00:13:02,26.0,90,78.2,False,False
2024-08-14 00:13:02,16.0,90,68.2,False,False
2024-08-14 00:13:02,6.0,90,58.2,True,False
2024-08-14 00:13:02,90,80,58.2,False,False
2024-08-14 00:13:02,42.8,39.3,9.3,False,True
2024-08-14 00:13:02,32.8,39.3,100,False,False
2024-08-14 00:13:02,8.5,11.1,73.9,True,True
2024-08-14 00:13:03,90,11.1,73.9,False,False
2024-08-14 00:13:03,80,11.1,73.9,False,False
2024-08-14 00:13:03,72.3,7.3,66.0,True,True
2024-08-14 00:13:03,62.3,100,66.0,False,False
2024-08-14 00:13:03,52.3,90,66.0,False,False
2024-08-14 00:13:03,6.9,35.7,28.9,True,True
2024-08-14 00:13:03,90,35.7,28.9,False,False
2024-08-14 00:13:03,80,35.7,18.9,False,False
2024-08-14 00:13:03,70,35.7,18.9,False,False
2024-08-14 00:13:03,55.6,25.5,8.8,False,True
2024-08-14 00:13:03,45.6,25.5,100,False,False
2024-08-14 00:13:03,35.6,25.5,90,False,False
2024-08-14 00:13:03,25.6,15.5,90,False,False
2024-08-14 00:13:03,15.6,15.5,80,False,False
2024-08-14 00:13:03,11.0,7.5,72.6,True,True
2024-08-14 00:13:03,1.0,90,72.6,True,False
2024-08-14 00:13:03,90,80,72.6,False,False
2024-08-14 00:13:03,80,80,62.6,False,False
2024-08-14 00:13:03,33.3,23.2,4.9,True,True
2024-08-14 00:13:04,23.3,13.2,100,False,False
2024-08-14 00:13:04,13.3,13.2,90,False,False
2024-08-14 00:13:04,5.1,9.6,82.6,True,True
2024-08-14 00:13:04,90,90,82.6,False,False
2024-08-14 00:13:04,80,80,82.6,False,False
2024-08-14 00:13:04,13.4,14.8,6.2,True,True
2024-08-14 00:13:04,3.4,14.8,90,True,False
2024-08-14 00:13:04,90,14.8,90,False,False
2024-08-14 00:13:04,80,14.8,80,False,False
2024-08-14 00:13:04,70,4.8,80,True,False
2024-08-14 00:13:04,60,90,80,False,False
2024-08-14 00:13:04,9.3,39.6,35.7,True,True
2024-08-14 00:13:04,90,39.6,25.7,False,False
2024-08-14 00:13:04,80,39.6,15.7,False,False
2024-08-14 00:13:04,70,39.6,15.7,False,False
2024-08-14 00:13:04,63.4,38.0,8.7,True,True
2024-08-14 00:13:04,53.4,38.0,90,False,False
2024-08-14 00:13:04,23.3,4.5,55.3,True,True
2024-08-14 00:13:04,13.3,100,55.3,False,False
2024-08-14 00:13:04,3.3,100,55.3,True,False
2024-08-14 00:13:04,90,90,55.3,False,False
2024-08-14 00:13:04,80,90,55.3,False,False
2024-08-14 00:13:05,19.8,36.0,9.2,False,True
2024-08-14 00:13:05,9.8,26.0,100,True,False
2024-08-14 00:13:05,90,26.0,90,False,False
2024-08-14 00:13:05,80,16.0,90,False,False
2024-08-14 00:13:05,70,16.0,90,False,False
2024-08-14 00:13:05,62.9,9.3,81.5,False,True
2024-08-14 00:13:05,52.9,100,71.5,False,False
2024-08-14 00:13:05,42.9,100,61.5,False,False
2024-08-14 00:13:05,32.9,100,61.5,False,False
2024-08-14 00:13:05,22.9,100,61.5,False,False
2024-08-14 00:13:05,12.9,90,61.5,False,False
2024-08-14 00:13:05,9.2,85.3,54.0,True,True
2024-08-14 00:13:05,90,85.3,44.0,False,False
2024-08-14 00:13:05,80,75.3,44.0,False,False
2024-08-14 00:13:05,21.5,30.4,6.2,True,True
2024-08-14 00:13:05,8.5,24.6,84.1,True,True
2024-08-14 00:13:05,77.8,9.8,65.7,False,True
2024-08-14 00:13:05,17.0,47.8,7.2,True,True
2024-08-14 00:13:05,7.0,37.8,100,True,False
2024-08-14 00:13:05,76.1,5.2,70.5,True,True
2024-08-14 00:13:05,66.1,100,60.5,False,False
2024-08-14 00:13:06,56.1,100,50.5,False,False
2024-08-14 00:13:06,14.3,64.4,8.8,False,True
2024-08-14 00:13:06,4.3,54.4,100,True,False
2024-08-14 00:13:06,90,44.4,100,False,False
2024-08-14 00:13:06,55.3,9.5,61.6,False,True
2024-08-14 00:13:06,9.5,64.8,21.4,True,True
2024-08-14 00:13:06,90,64.8,21.4,False,False
2024-08-14 00:13:06,80,64.8,21.4,False,False
2024-08-14 00:13:06,70,64.8,21.4,False,False
2024-08-14 00:13:06,53.5,55.0,9.4,False,True
2024-08-14 00:13:06,43.5,45.0,100,False,False
2024-08-14 00:13:06,33.5,35.0,100,False,False
2024-08-14 00:13:06,23.5,25.0,100,False,False
2024-08-14 00:13:06,13.5,15.0,100,False,False
2024-08-14 00:13:06,3.5,15.0,90,True,False
2024-08-14 00:13:06,90.9,5.2,81.6,True,True
2024-08-14 00:13:06,80.9,100,71.6,False,False
2024-08-14 00:13:06,70.9,100,61.6,False,False
2024-08-14 00:13:06,60.9,90,61.6,False,False
2024-08-14 00:13:06,50.9,90,51.6,False,False
2024-08-14 00:13:06,40.9,90,51.6,False,False
2024-08-14 00:13:06,30.9,90,41.6,False,False
2024-08-14 00:13:07,20.9,90,31.6,False,False
2024-08-14 00:13:07,10.9,80,31.6,False,False
2024-08-14 00:13:07,0.9,70,31.6,True,False
2024-08-14 00:13:07,90,60,31.6,False,False
2024-08-14 00:13:07,68.8,40.3,4.3,True,True
2024-08-14 00:13:07,58.8,30.3,100,False,False
2024-08-14 00:13:07,48.8,30.3,90,False,False
2024-08-14 00:13:07,38.8,20.3,90,False,False
2024-08-14 00:13:07,28.8,20.3,80,False,False
2024-08-14 00:13:07,23.7,7.8,67.3,True,True
2024-08-14 00:13:07,13.7,100,57.3,False,False
2024-08-14 00:13:07,9.1,96.9,48.7,True,True
2024-08-14 00:13:07,39.8,56.7,6.4,True,True
2024-08-14 00:13:07,29.8,56.7,90,False,False
2024-08-14 00:13:07,19.8,56.7,80,False,False
2024-08-14 00:13:07,8.2,44.9,66.8,True,True
2024-08-14 00:13:07,90,44.9,56.8,False,False
2024-08-14 00:13:07,53.7,5.7,16.7,True,True
2024-08-14 00:13:07,43.7,100,16.7,False,False
2024-08-14 00:13:07,33.7,90,16.7,False,False
2024-08-14 00:13:08,23.9,72.7,8.3,True,True
2024-08-14 00:13:08,13.9,72.7,100,False,False
2024-08-14 00:13:08,3.9,72.7,90,True,False
2024-08-14 00:13:08,35.0,6.5,37.4,True,True
2024-08-14 00:13:08,8.5,68.7,14.4,True,True
2024-08-14 00:13:08,90,68.7,14.4,False,False
2024-08-14 00:13:08,84.0,66.0,8.4,True,True
2024-08-14 00:13:08,39.2,6.3,50.2,True,True
2024-08-14 00:13:08,29.2,100,50.2,False,False
2024-08-14 00:13:08,19.2,90,50.2,False,False
2024-08-14 00:13:08,5.2,77.0,39.9,True,True
2024-08-14 00:13:08,65.2,41.7,8.1,True,True
2024-08-14 00:13:08,55.2,41.7,100,False,False
2024-08-14 00:13:08,33.1,5.5,67.1,True,True
2024-08-14 00:13:08,23.1,100,67.1,False,False
2024-08-14 00:13:08,9.3,74.4,37.4,True,True
2024-08-14 00:13:08,90,64.4,37.4,False,False
2024-08-14 00:13:08,80,54.4,37.4,False,False
2024-08-14 00:13:08,70,44.4,37.4,False,False
2024-08-14 00:13:09,60,44.4,27.4,False,False
2024-08-14 00:13:09,38.9,16.1,6.1,True,True
2024-08-14 00:13:09,28.9,6.1,100,True,False
2024-08-14 00:13:09,18.9,90,100,False,False
2024-08-14 00:13:09,8.9,90,100,True,False
2024-08-14 00:13:09,90,90,90,False,False
2024-08-14 00:13:09,7.9,26.1,18.1,True,True
2024-08-14 00:13:09,90,26.1,18.1,False,False
2024-08-14 00:13:09,88.5,17.8,9.8,False,True
2024-08-14 00:13:09,78.5,17.8,90,False,False
2024-08-14 00:13:09,68.5,17.8,90,False,False
2024-08-14 00:13:09,58.5,17.8,80,False,False
2024-08-14 00:13:09,48.5,17.8,80,False,False
2024-08-14 00:13:09,38.5,17.8,80,False,False
2024-08-14 00:13:09,35.2,9.7,76.7,False,True
2024-08-14 00:13:09,25.2,90,76.7,False,False
2024-08-14 00:13:09,15.2,80,76.7,False,False
2024-08-14 00:13:09,7.6,75.8,69.8,True,True
2024-08-14 00:13:09,90,65.8,69.8,False,False
2024-08-14 00:13:10,80,65.8,59.8,False,False
2024-08-14 00:13:10,70,55.8,59.8,False,False
2024-08-14 00:13:10,60,55.8,59.8,False,False
2024-08-14 00:13:10,50,55.8,59.8,False,False
2024-08-14 00:13:10,40,55.8,49.8,False,False
2024-08-14 00:13:10,30,45.8,49.8,False,False
2024-08-14 00:13:10,9.7,33.6,39.7,True,True
2024-08-14 00:13:10,90,33.6,39.7,False,False
2024-08-14 00:13:10,67.9,7.5,10.4,True,True
2024-08-14 00:13:10,57.9,90,10.4,False,False
2024-08-14 00:13:10,47.9,80,10.4,False,False
2024-08-14 00:13:10,37.9,70,10.4,False,False
2024-08-14 00:13:10,27.9,60,10.4,False,False
2024-08-14 00:13:10,17.9,50,10.4,False,False
2024-08-14 00:13:10,10.5,45.8,9.4,True,True
2024-08-14 00:13:10,0.5,45.8,90,True,False
2024-08-14 00:13:10,90,35.8,90,False,False
2024-08-14 00:13:10,70.7,6.7,62.6,True,True
2024-08-14 00:13:10,20.0,49.7,9.1,False,True
2024-08-14 00:13:11,10.0,49.7,100,True,False
2024-08-14 00:13:11,48.0,8.6,46.7,False,True
2024-08-14 00:13:11,38.0,100,36.7,False,False
2024-08-14 00:13:11,28.0,90,36.7,False,False
2024-08-14 00:13:11,5.3,75.0,18.8,True,True
2024-08-14 00:13:11,90,75.0,8.8,False,False
2024-08-14 00:13:11,80,75.0,90,False,False
2024-08-14 00:13:11,70,65.0,90,False,False
2024-08-14 00:13:11,60,55.0,90,False,False
2024-08-14 00:13:11,50,55.0,80,False,False
2024-08-14 00:13:11,40,55.0,70,False,False
2024-08-14 00:13:11,9.5,32.9,37.8,True,True
2024-08-14 00:13:11,90,22.9,37.8,False,False
2024-08-14 00:13:11,72.9,7.4,31.9,True,True
2024-08-14 00:13:11,62.9,100,21.9,False,False
2024-08-14 00:13:11,41.5,79.3,7.2,True,True
2024-08-14 00:13:11,31.5,69.3,100,False,False
2024-08-14 00:13:11,5.4,41.9,73.0,True,True
2024-08-14 00:13:12,90,41.9,73.0,False,False
2024-08-14 00:13:12,44.2,6.0,33.6,True,True
2024-08-14 00:13:12,34.2,100,33.6,False,False
2024-08-14 00:13:12,24.2,100,33.6,False,False
2024-08-14 00:13:12,6.4,82.0,21.1,True,True
2024-08-14 00:13:12,90,82.0,11.1,False,False
2024-08-14 00:13:12,80,82.0,11.1,False,False
2024-08-14 00:13:12,76.9,80.1,8.5,False,True
2024-08-14 00:13:12,66.9,80.1,100,False,False
2024-08-14 00:13:12,56.9,80.1,100,False,False
2024-08-14 00:13:12,7.8,44.7,47.5,True,True
2024-08-14 00:13:12,90,44.7,37.5,False,False
2024-08-14 00:13:12,80,34.7,37.5,False,False
2024-08-14 00:13:12,70,24.7,37.5,False,False
2024-08-14 00:13:12,60,14.7,37.5,False,False
2024-08-14 00:13:12,50,4.7,37.5,True,False
2024-08-14 00:13:12,40,100,37.5,False,False
2024-08-14 00:13:12,15.1,76.8,6.3,True,True
2024-08-14 00:13:12,5.1,66.8,100,True,False
2024-08-14 00:13:12,90,56.8,100,False,False
2024-08-14 00:13:13,80,46.8,100,False,False
2024-08-14 00:13:13,70,46.8,100,False,False
2024-08-14 00:13:13,60,46.8,100,False,False
2024-08-14 00:13:13,11.9,5.9,63.9,True,True
2024-08-14 00:13:13,1.9,100,63.9,True,False
2024-08-14 00:13:13,90,90,63.9,False,False
2024-08-14 00:13:13,80,80,63.9,False,False
2024-08-14 00:13:13,70,80,63.9,False,False
2024-08-14 00:13:13,60,80,53.9,False,False
2024-08-14 00:13:13,50,80,53.9,False,False
2024-08-14 00:13:13,40,80,43.9,False,False
2024-08-14 00:13:13,30,80,43.9,False,False
2024-08-14 00:13:13,20,70,43.9,False,False
2024-08-14 00:13:13,5.9,49.5,28.4,True,True
2024-08-14 00:13:13,90,39.5,28.4,False,False
2024-08-14 00:13:13,80,29.5,28.4,False,False
2024-08-14 00:13:13,70,29.5,18.4,False,False
2024-08-14 00:13:13,60,29.5,18.4,False,False
2024-08-14 00:13:13,50,29.5,18.4,False,False
2024-08-14 00:13:14,40,29.5,8.4,True,False
2024-08-14 00:13:14,14.1,4.5,74.9,True,True
2024-08-14 00:13:14,7.6,96.3,67.7,True,True
2024-08-14 00:13:14,51.9,54.7,7.7,True,True
2024-08-14 00:13:14,7.0,19.5,54.0,True,True
2024-08-14 00:13:14,90,19.5,54.0,False,False
2024-08-14 00:13:14,80,9.5,54.0,False,False
2024-08-14 00:13:14,70,100,54.0,False,False
2024-08-14 00:13:14,60,100,54.0,False,False
2024-08-14 00:13:14,6.0,46.3,6.6,True,True
2024-08-14 00:13:14,90,36.3,100,False,False
2024-08-14 00:13:14,80,36.3,90,False,False
2024-08-14 00:13:14,70,26.3,90,False,False
2024-08-14 00:13:14,60,16.3,90,False,False
2024-08-14 00:13:14,37.6,6.3,77.2,True,True
2024-08-14 00:13:14,6.2,65.0,53.8,True,True
2024-08-14 00:13:14,66.4,17.6,9.0,False,True
2024-08-14 00:13:14,56.4,7.6,100,True,False
2024-08-14 00:13:14,46.4,100,100,False,False
2024-08-14 00:13:14,7.8,68.2,65.1,True,True
2024-08-14 00:13:14,90,58.2,65.1,False,False
2024-08-14 00:13:15,80,58.2,55.1,False,False
2024-08-14 00:13:15,70,58.2,45.1,False,False
2024-08-14 00:13:15,60,58.2,45.1,False,False
2024-08-14 00:13:15,50,58.2,35.1,False,False
2024-08-14 00:13:15,40,58.2,35.1,False,False
2024-08-14 00:13:15,30,58.2,25.1,False,False
2024-08-14 00:13:15,20,58.2,25.1,False,False
2024-08-14 00:13:15,8.0,52.8,9.1,True,True
2024-08-14 00:13:15,90,42.8,100,False,False
2024-08-14 00:13:15,80,42.8,100,False,False
2024-08-14 00:13:15,70,32.8,100,False,False
2024-08-14 00:13:15,60,32.8,90,False,False
2024-08-14 00:13:15,50,32.8,80,False,False
2024-08-14 00:13:15,15.4,6.8,39.4,True,True
2024-08-14 00:13:15,5.4,90,39.4,True,False
2024-08-14 00:13:15,90,90,39.4,False,False
2024-08-14 00:13:15,51.3,63.4,6.7,True,True
2024-08-14 00:13:15,3.8,26.8,74.7,True,True
2024-08-14 00:13:15,74.5,7.7,43.0,True,True
2024-08-14 00:13:15,64.5,100,33.0,False,False
2024-08-14 00:13:15,54.5,90,33.0,False,False
2024-08-14 00:13:16,28.9,65.2,7.9,True,True
2024-08-14 00:13:16,18.9,55.2,100,False,False
2024-08-14 00:13:16,8.5,32.0,81.9,True,True
2024-08-14 00:13:16,67.0,6.6,62.0,True,True
2024-08-14 00:13:16,57.0,100,62.0,False,False
2024-08-14 00:13:16,47.0,100,62.0,False,False
2024-08-14 00:13:16,37.0,100,62.0,False,False
2024-08-14 00:13:16,27.0,100,62.0,False,False
2024-08-14 00:13:16,17.0,100,52.0,False,False
2024-08-14 00:13:16,9.7,93.8,46.9,True,True
2024-08-14 00:13:16,90,93.8,46.9,False,False
2024-08-14 00:13:16,62.3,60.8,8.7,False,True
2024-08-14 00:13:16,52.3,60.8,90,False,False
2024-08-14 00:13:16,42.3,50.8,90,False,False
2024-08-14 00:13:16,32.3,40.8,90,False,False
2024-08-14 00:13:16,22.3,40.8,80,False,False
2024-08-14 00:13:16,5.6,21.6,69.2,True,True
2024-08-14 00:13:16,90,11.6,69.2,False,False
2024-08-14 00:13:16,80,11.6,59.2,False,False
2024-08-14 00:13:16,70,11.6,49.2,False,False
2024-08-14 00:13:17,60,1.6,49.2,True,False
2024-08-14 00:13:17,20.9,60.5,5.0,True,True
2024-08-14 00:13:17,10.9,60.5,90,False,False
2024-08-14 00:13:17,5.2,57.2,81.8,True,True
2024-08-14 00:13:17,90,57.2,71.8,False,False
2024-08-14 00:13:17,80,57.2,61.8,False,False
2024-08-14 00:13:17,70,47.2,61.8,False,False
2024-08-14 00:13:17,60,37.2,61.8,False,False
2024-08-14 00:13:17,24.8,5.0,22.2,True,True
2024-08-14 00:13:17,14.8,100,22.2,False,False
2024-08-14 00:13:17,4.8,100,22.2,True,False
2024-08-14 00:13:17,90,100,12.2,False,False
2024-08-14 00:13:17,80,100,2.2,True,False
2024-08-14 00:13:17,7.8,26.0,23.1,True,True
2024-08-14 00:13:17,90,16.0,23.1,False,False
2024-08-14 00:13:17,80,16.0,13.1,False,False
2024-08-14 00:13:17,70,6.0,13.1,True,False
2024-08-14 00:13:17,60,100,3.1,True,False
2024-08-14 00:13:17,50,100,100,False,False
2024-08-14 00:13:17,40,90,100,False,False
2024-08-14 00:13:17,30,80,100,False,False
2024-08-14 00:13:18,20,80,100,False,False
2024-08-14 00:13:18,10,80,100,True,False
2024-08-14 00:13:18,0,70,100,True,False
2024-08-14 00:13:18,90,60,100,False,False
2024-08-14 00:13:18,80,60,90,False,False
2024-08-14 00:13:18,70,60,80,False,False
2024-08-14 00:13:18,60,50,80,False,False
2024-08-14 00:13:18,13.1,9.8,17.8,False,True
2024-08-14 00:13:18,3.1,100,17.8,True,False
2024-08-14 00:13:18,90,100,17.8,False,False
2024-08-14 00:13:18,87.1,95.0,9.9,False,True
2024-08-14 00:13:18,77.1,85.0,100,False,False
2024-08-14 00:13:18,67.1,85.0,90,False,False
2024-08-14 00:13:18,57.1,75.0,90,False,False
2024-08-14 00:13:18,47.1,75.0,90,False,False
2024-08-14 00:13:18,37.1,65.0,90,False,False
2024-08-14 00:13:18,7.2,27.5,59.0,True,True
2024-08-14 00:13:18,76.0,4.7,37.1,True,True
2024-08-14 00:13:18,66.0,100,27.1,False,False
2024-08-14 00:13:18,56.0,100,27.1,False,False
2024-08-14 00:13:18,36.3,78.5,7.4,True,True
2024-08-14 00:13:19,26.3,68.5,100,False,False
2024-08-14 00:13:19,16.3,58.5,100,False,False
2024-08-14 00:13:19,6.3,58.5,100,True,False
2024-08-14 00:13:19,55.6,7.0,49.2,True,True
2024-08-14 00:13:19,9.1,55.6,7.1,True,True
2024-08-14 00:13:19,90,45.6,100,False,False
2024-08-14 00:13:19,80,45.6,100,False,False
2024-08-14 00:13:19,39.0,5.2,63.5,True,True
2024-08-14 00:13:19,3.4,70.4,20.9,True,True
2024-08-14 00:13:19,93.2,61.1,9.3,False,True
2024-08-14 00:13:19,30.8,7.4,20.7,True,True
2024-08-14 00:13:19,20.8,100,10.7,False,False
2024-08-14 00:13:19,13.2,98.2,3.5,True,True
2024-08-14 00:13:19,5.0,95.9,96.8,True,True
2024-08-14 00:13:19,90,95.9,96.8,False,False
2024-08-14 00:13:19,80,95.9,86.8,False,False
2024-08-14 00:13:19,70,95.9,76.8,False,False
2024-08-14 00:13:19,60,85.9,76.8,False,False
2024-08-14 00:13:19,50,75.9,76.8,False,False
2024-08-14 00:13:19,7.4,32.0,28.2,True,True
2024-08-14 00:13:19,90,32.0,18.2,False,False
2024-08-14 00:13:19,80,32.0,18.2,False,False
2024-08-14 00:13:20,70,32.0,18.2,False,False
2024-08-14 00:13:20,60,32.0,8.2,True,False
2024-08-14 00:13:20,50,32.0,90,False,False
2024-08-14 00:13:20,40,32.0,90,False,False
2024-08-14 00:13:20,30,32.0,80,False,False
2024-08-14 00:13:20,20,32.0,80,False,False
2024-08-14 00:13:20,10,32.0,80,True,False
2024-08-14 00:13:20,0,32.0,80,True,False
2024-08-14 00:13:20,90,22.0,80,False,False
2024-08-14 00:13:20,80,22.0,80,False,False
2024-08-14 00:13:20,70,12.0,80,False,False
2024-08-14 00:13:20,60,12.0,80,False,False
2024-08-14 00:13:20,50,12.0,70,False,False
2024-08-14 00:13:20,40,12.0,60,False,False
2024-08-14 00:13:20,36.6,4.5,56.5,True,True
2024-08-14 00:13:20,26.6,100,46.5,False,False
2024-08-14 00:13:20,16.6,100,46.5,False,False
2024-08-14 00:13:20,6.6,100,46.5,True,False
2024-08-14 00:13:20,90,100,46.5,False,False
2024-08-14 00:13:20,80,100,36.5,False,False
2024-08-14 00:13:20,70,100,26.5,False,False
2024-08-14 00:13:21,60,100,26.5,False,False
2024-08-14 00:13:21,50,90,26.5,False,False
2024-08-14 00:13:21,40,90,26.5,False,False
2024-08-14 00:13:21,30,90,16.5,False,False
2024-08-14 00:13:21,20,90,16.5,False,False
2024-08-14 00:13:21,10,80,16.5,True,False
2024-08-14 00:13:21,0,80,16.5,True,False
2024-08-14 00:13:21,90,70,16.5,False,False
2024-08-14 00:13:21,80,70,16.5,False,False
2024-08-14 00:13:21,70,70,6.5,True,False
2024-08-14 00:13:21,3.7,17.9,47.9,True,True
2024-08-14 00:13:21,90,17.9,47.9,False,False
2024-08-14 00:13:21,74.3,5.8,39.1,True,True
2024-08-14 00:13:21,53.7,63.8,8.6,False,True
2024-08-14 00:13:21,43.7,53.8,100,False,False
2024-08-14 00:13:21,33.7,53.8,90,False,False
2024-08-14 00:13:21,23.7,53.8,90,False,False
2024-08-14 00:13:21,7.1,36.7,78.4,True,True
2024-08-14 00:13:21,90,36.7,78.4,False,False
2024-08-14 00:13:21,80,26.7,78.4,False,False
2024-08-14 00:13:21,68.7,9.8,67.3,False,True
2024-08-14 00:13:22,58.7,100,67.3,False,False
2024-08-14 00:13:22,5.4,48.4,26.1,True,True
2024-08-14 00:13:22,90,48.4,26.1,False,False
2024-08-14 00:13:22,80,48.4,26.1,False,False
2024-08-14 00:13:22,55.0,26.0,7.1,True,True
2024-08-14 00:13:22,45.0,26.0,90,False,False
2024-08-14 00:13:22,35.0,26.0,90,False,False
2024-08-14 00:13:22,25.0,26.0,80,False,False
2024-08-14 00:13:22,6.6,2.8,58.3,True,True
2024-08-14 00:13:22,90,90,58.3,False,False
2024-08-14 00:13:22,80,80,58.3,False,False
2024-08-14 00:13:22,70,80,58.3,False,False
2024-08-14 00:13:22,9.2,26.4,9.5,True,True
2024-08-14 00:13:22,90,26.4,100,False,False
2024-08-14 00:13:22,80,26.4,100,False,False
2024-08-14 00:13:22,66.6,5.5,80.7,True,True
2024-08-14 00:13:22,56.6,100,80.7,False,False
2024-08-14 00:13:22,46.6,100,80.7,False,False
2024-08-14 00:13:22,36.6,100,80.7,False,False
2024-08-14 00:13:22,8.2,69.6,57.0,True,True
2024-08-14 00:13:22,90,59.6,57.0,False,False
2024-08-14 00:13:22,80,59.6,57.0,False,False
2024-08-14 00:13:23,70,59.6,57.0,False,False
2024-08-14 00:13:23,60,59.6,47.0,False,False
2024-08-14 00:13:23,50,59.6,37.0,False,False
2024-08-14 00:13:23,30.2,36.5,9.1,False,True
2024-08-14 00:13:23,20.2,36.5,90,False,False
2024-08-14 00:13:23,10.2,36.5,80,True,False
2024-08-14 00:13:23,0.2,36.5,70,True,False
2024-08-14 00:13:23,90,36.5,60,False,False
2024-08-14 00:13:23,60.2,8.0,22.7,True,True
2024-08-14 00:13:23,50.2,90,22.7,False,False
2024-08-14 00:13:23,40.2,80,22.7,False,False
2024-08-14 00:13:23,15.4,45.5,7.1,True,True
2024-08-14 00:13:23,5.4,45.5,100,True,False
2024-08-14 00:13:23,90,45.5,90,False,False
2024-08-14 00:13:23,80,35.5,90,False,False
2024-08-14 00:13:23,70,35.5,80,False,False
2024-08-14 00:13:23,60,35.5,70,False,False
2024-08-14 00:13:23,50,35.5,60,False,False
2024-08-14 00:13:23,40,35.5,60,False,False
2024-08-14 00:13:23,23.3,8.0,29.6,True,True
2024-08-14 00:13:23,9.2,86.8,18.8,True,True
2024-08-14 00:13:23,90,76.8,18.8,False,False
2024-08-14 00:13:24,80,66.8,18.8,False,False
2024-08-14 00:13:24,70,56.8,18.8,False,False
2024-08-14 00:13:24,60,56.8,8.8,False,False
2024-08-14 00:13:24,50,56.8,100,False,False
2024-08-14 00:13:24,9.6,26.4,70.1,True,True
2024-08-14 00:13:24,90,26.4,70.1,False,False
2024-08-14 00:13:24,68.7,8.2,45.7,True,True
2024-08-14 00:13:24,58.7,100,35.7,False,False
2024-08-14 00:13:24,40.9,73.4,10.0,False,True
2024-08-14 00:13:24,30.9,73.4,100,False,False
2024-08-14 00:13:24,20.9,73.4,100,False,False
2024-08-14 00:13:24,5.8,51.2,78.0,True,True
2024-08-14 00:13:24,90,51.2,68.0,False,False
2024-08-14 00:13:24,80,51.2,68.0,False,False
2024-08-14 00:13:24,70,51.2,68.0,False,False
2024-08-14 00:13:24,60,51.2,68.0,False,False
2024-08-14 00:13:24,50,41.2,68.0,False,False
2024-08-14 00:13:24,40,31.2,68.0,False,False
2024-08-14 00:13:24,30,31.2,58.0,False,False
2024-08-14 00:13:24,20,31.2,58.0,False,False
2024-08-14 00:13:24,10,31.2,48.0,True,False
2024-08-14 00:13:24,0,31.2,38.0,True,False
2024-08-14 00:13:25,90,31.2,38.0,False,False
2024-08-14 00:13:25,79.9,7.5,19.2,True,True
2024-08-14 00:13:25,69.9,100,9.2,False,False
2024-08-14 00:13:25,59.9,90,100,False,False
2024-08-14 00:13:25,8.4,46.7,54.3,True,True
2024-08-14 00:13:25,90,36.7,54.3,False,False
2024-08-14 00:13:25,80,36.7,44.3,False,False
2024-08-14 00:13:25,70,36.7,44.3,False,False
2024-08-14 00:13:25,45.8,9.9,21.5,False,True
2024-08-14 00:13:25,35.8,90,21.5,False,False
2024-08-14 00:13:25,25.7,72.1,6.4,True,True
2024-08-14 00:13:25,15.7,72.1,90,False,False
2024-08-14 00:13:25,5.7,62.1,90,True,False
2024-08-14 00:13:25,63.7,4.8,44.2,True,True
2024-08-14 00:13:25,53.7,100,34.2,False,False
2024-08-14 00:13:25,43.7,100,34.2,False,False
2024-08-14 00:13:25,33.7,90,34.2,False,False
2024-08-14 00:13:25,23.7,90,34.2,False,False
2024-08-14 00:13:25,13.7,80,34.2,False,False
2024-08-14 00:13:25,7.0,78.1,31.0,True,True
2024-08-14 00:13:25,90,68.1,31.0,False,False
2024-08-14 00:13:25,80,58.1,31.0,False,False
2024-08-14 00:13:26,70,58.1,21.0,False,False
2024-08-14 00:13:26,60,58.1,21.0,False,False
2024-08-14 00:13:26,51.3,42.7,5.8,True,True
2024-08-14 00:13:26,24.1,5.7,66.3,True,True
2024-08-14 00:13:26,14.1,100,56.3,False,False
2024-08-14 00:13:26,6.6,96.2,47.3,True,True
2024-08-14 00:13:26,90,96.2,47.3,False,False
2024-08-14 00:13:26,44.7,61.6,9.9,False,True
2024-08-14 00:13:26,34.7,61.6,90,False,False
2024-08-14 00:13:26,24.7,61.6,80,False,False
2024-08-14 00:13:26,14.7,51.6,80,False,False
2024-08-14 00:13:26,7.4,47.0,75.7,True,True
2024-08-14 00:13:26,67.1,9.5,32.8,False,True
2024-08-14 00:13:26,57.1,90,32.8,False,False
2024-08-14 00:13:26,47.1,90,22.8,False,False
